Trans. Date;Debits;Credits;effective
2020-11-26;0;490000.00;490000.0
2020-11-26;400000.00;0;-400000.0
2020-11-27;43000.00;0;-43000.0
2020-11-29;0;43000.00;43000.0
2020-11-30;50.00;0;-50.0
2020-11-30;3.75;0;-3.75
2020-11-30;0;4000.00;4000.0
2020-12-18;0;735000.00;735000.0
2020-12-18;500000.00;0;-500000.0
2020-12-19;10.00;0;-10.0
2020-12-19;.75;0;-0.75
2020-12-23;25.00;0;-25.0
2020-12-23;1.87;0;-1.87
2020-12-23;10.00;0;-10.0
2020-12-23;.75;0;-0.75
2020-12-24;0;60000.00;60000.0
2020-12-31;50.00;0;-50.0
2020-12-31;3.75;0;-3.75
2021-01-03;100.00;0;-100.0
2021-01-03;2000.00;0;-2000.0
2021-01-04;0;2000.00;2000.0
2021-01-12;33000.00;0;-33000.0
2021-01-12;25.00;0;-25.0
2021-01-12;1.87;0;-1.87
2021-01-12;0;35000.00;35000.0
2021-01-12;25.00;0;-25.0
2021-01-12;1.87;0;-1.87
2021-01-12;0;61000.00;61000.0
2021-01-12;10.00;0;-10.0
2021-01-12;.75;0;-0.75
2021-01-14;25.00;0;-25.0
2021-01-14;1.87;0;-1.87
2021-01-18;10.00;0;-10.0
2021-01-18;.75;0;-0.75
2021-01-18;10.00;0;-10.0
2021-01-18;.75;0;-0.75
2021-01-19;5000.00;0;-5000.0
2021-01-19;0;13000.00;13000.0
2021-01-20;10000.00;0;-10000.0
2021-01-21;6000.00;0;-6000.0
2021-01-21;3000.00;0;-3000.0
2021-01-21;10.00;0;-10.0
2021-01-21;.75;0;-0.75
2021-01-22;10.00;0;-10.0
2021-01-22;.75;0;-0.75
2021-01-23;10.00;0;-10.0
2021-01-23;.75;0;-0.75
2021-01-23;10.00;0;-10.0
2021-01-23;.75;0;-0.75
2021-01-25;0;490000.00;490000.0
2021-01-26;5000.00;0;-5000.0
2021-01-26;20000.00;0;-20000.0
2021-01-26;50.00;0;-50.0
2021-01-26;3.75;0;-3.75
2021-01-27;25.00;0;-25.0
2021-01-27;1.87;0;-1.87
2021-01-27;30000.00;0;-30000.0
2021-01-27;25.00;0;-25.0
2021-01-27;1.87;0;-1.87
2021-01-29;5000.00;0;-5000.0
2021-01-29;25.00;0;-25.0
2021-01-29;10.00;0;-10.0
2021-01-29;.75;0;-0.75
2021-01-30;25.00;0;-25.0
2021-01-30;1.87;0;-1.87
2021-01-30;25.00;0;-25.0
2021-01-30;1.87;0;-1.87
2021-01-30;4000.00;0;-4000.0
2021-01-31;25.00;0;-25.0
2021-01-31;1.87;0;-1.87
2021-01-31;25.00;0;-25.0
2021-01-31;1.87;0;-1.87
2021-01-31;4000.00;0;-4000.0
2021-02-01;25.00;0;-25.0
2021-02-01;1.87;0;-1.87
2021-02-01;5000.00;0;-5000.0
2021-02-02;50.00;0;-50.0
2021-02-02;3.75;0;-3.75
2021-02-03;10.00;0;-10.0
2021-02-03;.75;0;-0.75
2021-02-07;10.00;0;-10.0
2021-02-07;.75;0;-0.75
2021-02-08;25.00;0;-25.0
2021-02-08;1.87;0;-1.87
2021-02-08;10.00;0;-10.0
2021-02-08;.75;0;-0.75
2021-02-08;5000.00;0;-5000.0
2021-02-08;200.00;0;-200.0
2021-02-23;0;10000.00;10000.0
2021-02-25;0;490000.00;490000.0
2021-02-25;25.00;0;-25.0
2021-02-25;1.87;0;-1.87
2021-02-28;25.00;0;-25.0
2021-02-28;1.87;0;-1.87
2021-02-28;25.00;0;-25.0
2021-02-28;1.87;0;-1.87
2021-03-02;18000.00;0;-18000.0
2021-03-02;10000.00;0;-10000.0
2021-03-02;10000.00;0;-10000.0
2021-03-04;25.00;0;-25.0
2021-03-04;1.87;0;-1.87
2021-03-04;4300.00;0;-4300.0
2021-03-05;1000.00;0;-1000.0
2021-03-11;50.00;0;-50.0
2021-03-11;3.75;0;-3.75
2021-03-11;4100.00;0;-4100.0
2021-03-11;10.00;0;-10.0
2021-03-12;25.00;0;-25.0
2021-03-12;1.87;0;-1.87
2021-03-12;10.00;0;-10.0
2021-03-12;.75;0;-0.75
2021-03-13;25.00;0;-25.0
2021-03-13;1.87;0;-1.87
2021-03-13;5000.00;0;-5000.0
2021-03-15;25.00;0;-25.0
2021-03-15;1.87;0;-1.87
2021-03-16;10.00;0;-10.0
2021-03-16;.75;0;-0.75
2021-03-17;20000.00;0;-20000.0
2021-03-17;10000.00;0;-10000.0
2021-03-17;0;38000.00;38000.0
2021-03-19;10.00;0;-10.0
2021-03-19;.75;0;-0.75
2021-03-19;2000.00;0;-2000.0
2021-03-22;25.00;0;-25.0
2021-03-22;1.87;0;-1.87
2021-03-23;5000.00;0;-5000.0
2021-03-23;25.00;0;-25.0
2021-03-23;1.87;0;-1.87
2021-03-26;20000.00;0;-20000.0
2021-03-26;0;490000.00;490000.0
2021-03-27;20000.00;0;-20000.0
2021-03-27;10000.00;0;-10000.0
2021-03-29;25.00;0;-25.0
2021-03-29;1.87;0;-1.87
2021-03-29;15500.00;0;-15500.0
2021-03-30;25.00;0;-25.0
2021-03-31;25.00;0;-25.0
2021-03-31;1.87;0;-1.87
2021-04-01;25.00;0;-25.0
2021-04-01;1.87;0;-1.87
2021-04-02;50.00;0;-50.0
2021-04-02;3.75;0;-3.75
2021-04-02;0;5000.00;5000.0
2021-04-05;100.00;0;-100.0
2021-04-05;5000.00;0;-5000.0
2021-04-05;10000.00;0;-10000.0
2021-04-06;25.00;0;-25.0
2021-04-06;1.87;0;-1.87
2021-04-06;25.00;0;-25.0
2021-04-06;1.87;0;-1.87
2021-04-07;6500.00;0;-6500.0
2021-04-08;25.00;0;-25.0
2021-04-08;1.87;0;-1.87
2021-04-09;5100.00;0;-5100.0
2021-04-09;5000.00;0;-5000.0
2021-04-10;4000.00;0;-4000.0
2021-04-11;25.00;0;-25.0
2021-04-11;1.87;0;-1.87
2021-04-12;25.00;0;-25.0
2021-04-12;1.87;0;-1.87
2021-04-13;0;72000.00;72000.0
2021-04-14;25.00;0;-25.0
2021-04-14;1.87;0;-1.87
2021-04-14;0;28000.00;28000.0
2021-04-14;0;2000.00;2000.0
2021-04-14;25.00;0;-25.0
2021-04-14;1.87;0;-1.87
2021-04-15;10000.00;0;-10000.0
2021-04-16;25.00;0;-25.0
2021-04-16;1.87;0;-1.87
2021-04-16;5100.00;0;-5100.0
2021-04-17;10.00;0;-10.0
2021-04-17;.75;0;-0.75
2021-04-19;10000.00;0;-10000.0
2021-04-19;.75;0;-0.75
2021-04-19;10.00;0;-10.0
2021-04-19;.75;0;-0.75
2021-04-19;25.00;0;-25.0
2021-04-21;0;54000.00;54000.0
2021-04-21;10000.00;0;-10000.0
2021-04-22;5100.00;0;-5100.0
2021-04-23;1.87;0;-1.87
2021-04-23;8000.00;0;-8000.0
2021-04-25;10.00;0;-10.0
2021-04-25;.75;0;-0.75
2021-04-25;19000.00;0;-19000.0
2021-04-26;0;37000.00;37000.0
2021-04-26;0;500000.00;500000.0
2021-04-27;50000.00;0;-50000.0
2021-04-27;1000.00;0;-1000.0
2021-04-27;49000.00;0;-49000.0
2021-04-27;40000.00;0;-40000.0
2021-04-29;10000.00;0;-10000.0
2021-04-29;10000.00;0;-10000.0
2021-04-29;30000.00;0;-30000.0
2021-04-30;10200.00;0;-10200.0
2021-04-30;50.00;0;-50.0
2021-04-30;3.75;0;-3.75
2021-05-01;0;79000.00;79000.0
2021-05-01;0;300.00;300.0
2021-05-01;0;2400.00;2400.0
2021-05-01;0;100.00;100.0
2021-05-03;25.00;0;-25.0
2021-05-03;1.87;0;-1.87
2021-05-04;25.00;0;-25.0
2021-05-04;1.87;0;-1.87
2021-05-04;5200.00;0;-5200.0
2021-05-04;10.00;0;-10.0
2021-05-04;.75;0;-0.75
2021-05-06;0;50000.00;50000.0
2021-05-06;25.00;0;-25.0
2021-05-06;1.87;0;-1.87
2021-05-06;0;5000.00;5000.0
2021-05-08;25.00;0;-25.0
2021-05-08;1.87;0;-1.87
2021-05-10;0;75000.00;75000.0
2021-05-10;25.00;0;-25.0
2021-05-10;1.87;0;-1.87
2021-05-11;.75;0;-0.75
2021-05-11;10000.00;0;-10000.0
2021-05-12;10.00;0;-10.0
2021-05-12;.75;0;-0.75
2021-05-12;25.00;0;-25.0
2021-05-12;1.87;0;-1.87
2021-05-12;10.00;0;-10.0
2021-05-12;.75;0;-0.75
2021-05-12;25.00;0;-25.0
2021-05-13;10.00;0;-10.0
2021-05-13;.75;0;-0.75
2021-05-14;10.00;0;-10.0
2021-05-14;.75;0;-0.75
2021-05-14;10.00;0;-10.0
2021-05-14;.75;0;-0.75
2021-05-17;25.00;0;-25.0
2021-05-17;1.87;0;-1.87
2021-05-17;0;60000.00;60000.0
2021-05-17;25.00;0;-25.0
2021-05-17;1.87;0;-1.87
2021-05-18;10.00;0;-10.0
2021-05-18;.75;0;-0.75
2021-05-18;0;3000.00;3000.0
2021-05-18;25.00;0;-25.0
2021-05-18;1.87;0;-1.87
2021-05-19;0;30000.00;30000.0
2021-05-19;10.00;0;-10.0
2021-05-19;.75;0;-0.75
2021-05-20;1000.00;0;-1000.0
2021-05-20;0;100.00;100.0
2021-05-20;100.00;0;-100.0
2021-05-20;1000.00;0;-1000.0
2021-05-20;0;100.00;100.0
2021-05-20;1000.00;0;-1000.0
2021-05-20;100.00;0;-100.0
2021-05-21;10.00;0;-10.0
2021-05-21;.75;0;-0.75
2021-05-21;0;100.00;100.0
2021-05-21;0;1000.00;1000.0
2021-05-21;10.00;0;-10.0
2021-05-21;.75;0;-0.75
2021-05-24;10.00;0;-10.0
2021-05-24;.75;0;-0.75
2021-05-24;10.00;0;-10.0
2021-05-24;.75;0;-0.75
2021-05-24;0;65000.00;65000.0
2021-05-24;4000.00;0;-4000.0
2021-05-24;0;1000.00;1000.0
