Trans. Date;Debits;Credits;effective
2021-01-11;0;10000.00;10000.0
2021-01-27;0;40400.00;40400.0
2021-01-27;0;676696.25;676696.25
2021-01-27;640000.00;0;-640000.0
2021-01-28;10.00;0;-10.0
2021-01-28;.75;0;-0.75
2021-01-29;10.00;0;-10.0
2021-02-03;0;10000.00;10000.0
2021-02-20;10000.00;0;-10000.0
2021-02-20;200000.00;0;-200000.0
2021-02-20;50.00;0;-50.0
2021-02-20;10000.00;0;-10000.0
2021-02-20;30500.00;0;-30500.0
2021-02-20;100000.00;0;-100000.0
2021-02-20;50.00;0;-50.0
2021-02-20;3.75;0;-3.75
2021-02-23;10.00;0;-10.0
2021-02-23;.75;0;-0.75
2021-02-23;50000.00;0;-50000.0
2021-02-23;25.00;0;-25.0
2021-02-23;1.87;0;-1.87
2021-02-23;18000.00;0;-18000.0
2021-02-23;1500.00;0;-1500.0
2021-02-25;.75;0;-0.75
2021-02-25;3000.00;0;-3000.0
2021-02-26;0;362459.38;362459.38
2021-02-26;0;40400.00;40400.0
2021-02-26;350000.00;0;-350000.0
2021-02-26;1.87;0;-1.87
2021-02-26;30000.00;0;-30000.0
2021-02-26;2000.00;0;-2000.0
2021-03-03;0;10000.00;10000.0
2021-03-26;0;109360.19;109360.19
2021-03-26;10000.00;0;-10000.0
2021-03-26;5000.00;0;-5000.0
2021-03-26;0;1500.00;1500.0
2021-03-26;15000.00;0;-15000.0
2021-03-26;0;40400.00;40400.0
2021-03-26;0;362635.82;362635.82
2021-03-26;50.00;0;-50.0
2021-03-26;3.75;0;-3.75
2021-03-26;40000.00;0;-40000.0
2021-03-26;25.00;0;-25.0
2021-03-26;1.87;0;-1.87
2021-03-26;30000.00;0;-30000.0
2021-04-08;0;10000.00;10000.0
2021-04-18;0;65000.00;65000.0
2021-04-18;0;5000.00;5000.0
2021-04-19;0;600.00;600.0
2021-04-19;0;5000.00;5000.0
2021-04-19;10.00;0;-10.0
2021-04-19;.75;0;-0.75
2021-04-19;10.00;0;-10.0
2021-04-19;0;10000.00;10000.0
2021-04-20;10.00;0;-10.0
2021-04-20;.75;0;-0.75
2021-04-21;0;731297.52;731297.52
2021-04-21;22000.00;0;-22000.0
2021-04-21;25.00;0;-25.0
2021-04-21;1.87;0;-1.87
2021-04-21;26500.00;0;-26500.0
2021-04-21;20000.00;0;-20000.0
2021-04-21;25.00;0;-25.0
2021-04-21;1.87;0;-1.87
2021-04-22;10.00;0;-10.0
2021-04-22;.75;0;-0.75
2021-04-22;10.00;0;-10.0
2021-04-22;.75;0;-0.75
2021-04-22;510000.00;0;-510000.0
2021-04-22;50.00;0;-50.0
2021-04-22;3.75;0;-3.75
2021-04-22;25.00;0;-25.0
2021-04-22;25.00;0;-25.0
2021-04-22;1.87;0;-1.87
2021-04-22;25.00;0;-25.0
2021-04-22;6000.00;0;-6000.0
2021-04-24;26000.00;0;-26000.0
2021-04-24;0;20000.00;20000.0
2021-04-30;0;40400.00;40400.0
2021-04-30;0;737982.46;737982.46
2021-04-30;700000.00;0;-700000.0
2021-05-07;0;10000.00;10000.0
2021-05-08;10.00;0;-10.0
2021-05-08;.75;0;-0.75
2021-05-10;5000.00;0;-5000.0
2021-05-11;1000.00;0;-1000.0
2021-05-11;0;25000.00;25000.0
2021-05-11;0;10000.00;10000.0
2021-05-12;520000.00;0;-520000.0
2021-05-14;10.00;0;-10.0
2021-05-14;.75;0;-0.75
2021-05-14;2000.00;0;-2000.0
2021-05-14;10.00;0;-10.0
2021-05-14;.75;0;-0.75
2021-05-14;0;20000.00;20000.0
2021-05-14;10.00;0;-10.0
2021-05-14;.75;0;-0.75
2021-05-14;1000.00;0;-1000.0
2021-05-15;10.00;0;-10.0
2021-05-15;.75;0;-0.75
2021-05-17;0;5000.00;5000.0
2021-05-18;0;9000.00;9000.0
2021-05-21;0;1000000.00;1000000.0
2021-05-21;60000.00;0;-60000.0
2021-05-24;1280000.00;0;-1280000.0
2021-05-27;0;7000.00;7000.0
2021-05-27;0;40400.00;40400.0
2021-05-27;0;340338.05;340338.05
2021-05-28;350000.00;0;-350000.0
2021-05-28;15000.00;0;-15000.0
2021-05-28;10000.00;0;-10000.0
2021-05-29;0;10000.00;10000.0
2021-05-30;25.00;0;-25.0
2021-05-30;1.87;0;-1.87
2021-06-03;0;10000.00;10000.0
2021-06-05;2000.00;0;-2000.0
2021-06-05;10.00;0;-10.0
2021-06-05;.75;0;-0.75
